timestamp, index, name, memory.used [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/09/17 16:36:22.497, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.31 W
2026/09/17 16:36:24.507, 0, NVIDIA GeForce RTX 4070 SUPER, 6568 MiB, 0 %, 47, 8.79 W
2026/09/17 16:36:24.507, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.23 W
2026/09/17 16:36:26.523, 0, NVIDIA GeForce RTX 4070 SUPER, 6563 MiB, 0 %, 47, 8.59 W
2026/09/17 16:36:26.523, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.12 W
2026/09/17 16:36:28.534, 0, NVIDIA GeForce RTX 4070 SUPER, 6572 MiB, 0 %, 47, 8.30 W
2026/09/17 16:36:28.534, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.99 W
2026/09/17 16:36:30.536, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 5 %, 47, 8.50 W
2026/09/17 16:36:30.536, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 37, 8.95 W
2026/09/17 16:36:32.551, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 0 %, 46, 8.60 W
2026/09/17 16:36:32.551, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.01 W
2026/09/17 16:36:34.565, 0, NVIDIA GeForce RTX 4070 SUPER, 6554 MiB, 0 %, 46, 8.47 W
2026/09/17 16:36:34.565, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.94 W
2026/09/17 16:36:36.566, 0, NVIDIA GeForce RTX 4070 SUPER, 6547 MiB, 0 %, 46, 8.66 W
2026/09/17 16:36:36.566, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 37, 8.96 W
2026/09/17 16:36:38.571, 0, NVIDIA GeForce RTX 4070 SUPER, 6534 MiB, 0 %, 46, 7.72 W
2026/09/17 16:36:38.571, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.96 W
2026/09/17 16:36:40.582, 0, NVIDIA GeForce RTX 4070 SUPER, 6534 MiB, 5 %, 46, 7.69 W
2026/09/17 16:36:40.582, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.94 W
2026/09/17 16:36:42.596, 0, NVIDIA GeForce RTX 4070 SUPER, 6534 MiB, 0 %, 46, 7.74 W
2026/09/17 16:36:42.596, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.92 W
2026/09/17 16:36:44.612, 0, NVIDIA GeForce RTX 4070 SUPER, 6541 MiB, 0 %, 46, 7.94 W
2026/09/17 16:36:44.612, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.98 W
2026/09/17 16:36:46.614, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 0 %, 46, 7.92 W
2026/09/17 16:36:46.614, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.90 W
2026/09/17 16:36:48.619, 0, NVIDIA GeForce RTX 4070 SUPER, 6558 MiB, 16 %, 46, 8.98 W
2026/09/17 16:36:48.619, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.93 W
2026/09/17 16:36:50.628, 0, NVIDIA GeForce RTX 4070 SUPER, 6559 MiB, 0 %, 46, 9.00 W
2026/09/17 16:36:50.628, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.94 W
2026/09/17 16:36:52.643, 0, NVIDIA GeForce RTX 4070 SUPER, 6556 MiB, 0 %, 46, 8.11 W
2026/09/17 16:36:52.643, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.96 W
2026/09/17 16:36:54.645, 0, NVIDIA GeForce RTX 4070 SUPER, 6556 MiB, 0 %, 46, 7.99 W
2026/09/17 16:36:54.645, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.95 W
2026/09/17 16:36:56.661, 0, NVIDIA GeForce RTX 4070 SUPER, 6543 MiB, 5 %, 46, 7.95 W
2026/09/17 16:36:56.661, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.95 W
2026/09/17 16:36:58.677, 0, NVIDIA GeForce RTX 4070 SUPER, 6542 MiB, 0 %, 46, 7.91 W
2026/09/17 16:36:58.677, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.95 W
2026/09/17 16:37:00.692, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 8.05 W
2026/09/17 16:37:00.692, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.96 W
2026/09/17 16:37:02.693, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 8.11 W
2026/09/17 16:37:02.693, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.98 W
2026/09/17 16:37:04.695, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 8.26 W
2026/09/17 16:37:04.695, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.01 W
2026/09/17 16:37:06.708, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 7.95 W
2026/09/17 16:37:06.708, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.99 W
2026/09/17 16:37:08.710, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 8.05 W
2026/09/17 16:37:08.710, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 8.96 W
2026/09/17 16:37:10.724, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 46, 8.08 W
2026/09/17 16:37:10.724, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.03 W
2026/09/17 16:37:12.725, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.88 W
2026/09/17 16:37:12.725, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.07 W
2026/09/17 16:37:14.740, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 8.14 W
2026/09/17 16:37:14.740, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.02 W
2026/09/17 16:37:16.769, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.13 W
2026/09/17 16:37:16.769, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.06 W
2026/09/17 16:37:18.772, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.35 W
2026/09/17 16:37:18.772, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.22 W
2026/09/17 16:37:20.785, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.24 W
2026/09/17 16:37:20.785, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.01 W
2026/09/17 16:37:22.788, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 4 %, 47, 8.17 W
2026/09/17 16:37:22.788, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.09 W
2026/09/17 16:37:24.802, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.19 W
2026/09/17 16:37:24.802, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.05 W
2026/09/17 16:37:26.815, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.32 W
2026/09/17 16:37:26.815, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.05 W
2026/09/17 16:37:28.831, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.22 W
2026/09/17 16:37:28.831, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.03 W
2026/09/17 16:37:30.836, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.98 W
2026/09/17 16:37:30.836, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.04 W
2026/09/17 16:37:32.850, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 7.91 W
2026/09/17 16:37:32.850, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.06 W
2026/09/17 16:37:34.864, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.01 W
2026/09/17 16:37:34.864, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.07 W
2026/09/17 16:37:36.876, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.94 W
2026/09/17 16:37:36.876, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.11 W
2026/09/17 16:37:38.884, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.97 W
2026/09/17 16:37:38.884, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.15 W
2026/09/17 16:37:40.898, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 8.11 W
2026/09/17 16:37:40.898, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.11 W
2026/09/17 16:37:42.911, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 0 %, 47, 8.01 W
2026/09/17 16:37:42.911, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.13 W
2026/09/17 16:37:44.926, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.84 W
2026/09/17 16:37:44.926, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.24 W
2026/09/17 16:37:46.940, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.92 W
2026/09/17 16:37:46.940, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.12 W
2026/09/17 16:37:48.944, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.71 W
2026/09/17 16:37:48.944, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.26 W
2026/09/17 16:37:50.959, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 7.92 W
2026/09/17 16:37:50.959, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.11 W
2026/09/17 16:37:52.975, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.88 W
2026/09/17 16:37:52.975, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.09 W
2026/09/17 16:37:54.988, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.88 W
2026/09/17 16:37:54.988, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.09 W
2026/09/17 16:37:56.995, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.92 W
2026/09/17 16:37:56.995, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.14 W
2026/09/17 16:37:59.008, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.72 W
2026/09/17 16:37:59.008, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.12 W
2026/09/17 16:38:01.025, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 7.79 W
2026/09/17 16:38:01.025, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.10 W
2026/09/17 16:38:03.041, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.82 W
2026/09/17 16:38:03.041, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.14 W
2026/09/17 16:38:05.051, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.76 W
2026/09/17 16:38:05.051, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.11 W
2026/09/17 16:38:07.055, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.77 W
2026/09/17 16:38:07.055, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.12 W
2026/09/17 16:38:09.057, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 7.74 W
2026/09/17 16:38:09.057, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.12 W
2026/09/17 16:38:11.071, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.82 W
2026/09/17 16:38:11.071, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.18 W
2026/09/17 16:38:13.083, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.84 W
2026/09/17 16:38:13.083, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.12 W
2026/09/17 16:38:15.100, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.95 W
2026/09/17 16:38:15.100, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.15 W
2026/09/17 16:38:17.112, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.78 W
2026/09/17 16:38:17.112, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.11 W
2026/09/17 16:38:19.117, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.78 W
2026/09/17 16:38:19.117, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.09 W
2026/09/17 16:38:21.132, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.65 W
2026/09/17 16:38:21.132, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.12 W
2026/09/17 16:38:23.146, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.77 W
2026/09/17 16:38:23.146, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.16 W
2026/09/17 16:38:25.161, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.72 W
2026/09/17 16:38:25.161, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.14 W
2026/09/17 16:38:27.175, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 5 %, 47, 7.89 W
2026/09/17 16:38:27.175, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.19 W
2026/09/17 16:38:29.182, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 8.00 W
2026/09/17 16:38:29.182, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.11 W
2026/09/17 16:38:31.195, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.91 W
2026/09/17 16:38:31.195, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.11 W
2026/09/17 16:38:33.209, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 47, 7.99 W
2026/09/17 16:38:33.209, 1, NVIDI
